post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,
1578511117819,0,,off,,start_experiment,1578511124676,Wed Jan 08 2020 19:18:44 GMT+0000 (Greenwich Mean Time)
