post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,
1578510661510,0,,off,,start_experiment,1578510670224,Wed Jan 08 2020 19:11:10 GMT+0000 (Greenwich Mean Time)
